Transaction,Items
0403168341,10040502 - Accessories Milk Lines Stainless Steel  metric
0403168341,10040503 - Accessories Milk Lines Stainless Steel inch
0403168341,10050102 - Through System Washers
0403168341,10050105 - Detergent Dispenser
0403168341,10050201 - CIP Units for Cows
0403168341,10060102 - Pulsators (electric) without Stimulation
0403168341,10060201 - Fresh Air Pulsation
0403168341,10069998 - Pulsation diverse attachement parts
0403168341,10070101 - Cluster Positioning for Cows
0403168341,10080106 - Milking Control Units DeMax for Milking Parlours w
0403168341,10080301 - Tack-Off Cylinder
0403168341,10091101 - IQ
0403168341,10999999 - Global/unspecific others
0403168341,20020199 - Elektronik hardware VC3
0403168341,20020299 - Electronic Hardware DPNET
0403168341,20020499 - Electronic Hardware other versions
0403168341,"20040101 - Parlour ID for Cows Herringbone Parlours, ATD and "
0403168341,20050102 - Milking Control Units with or without Milk Meterin
0403168341,20050104 - Milk Metering with accessories
0403168341,20050106 - Milk Samplers
0403168341,30050102 - PK Plate Cooler
0403168341,80905008 - Global/unspecific Electro Cables
0403168341,80906199 - global/unspececific Rubber Parts others
0403168341,81010108 - Leonardo Installations
0403168341,81019999 - Milking System general/others
0403168341,81048001 - Milk Handling Fixing/Fitting Milk Line Connection
0403168341,81050102 - CIP Units Specific Parts
0403168341,81059999 - Cleaning general/others
0403168341,81096101 - Clusters Rubber Liners
0403168341,81096102 - Clusters Rubber long Milk Tubes
0403168341,81096104 - Clusters Rubber long Vacuum Tubes
0403168341,81096105 - Clusters Rubber short Vacuum Tubes
0403168341,82048099 - Parlour ID Attachment Parts
0403168341,82055001 - Milking Management Automatic Change Over Milking/C
0403168341,83999999 - Cooling Parts general/others
0403168341,95010101 - Tools
0403169573,"85020101 - Bolts,nuts,washers,screws,wire-brackets etc."
0403169573,85020201 - T-clamps
0403169573,85020202 - Cross Clamps
0403169573,85020299 - Clamps (other)
0403171646,82025101 - Network Electronics VC3-Network
0403171657,85309999 - Parts for Feeding
0403171659,81085101 - Milk Control Units
0403171661,82055101 - Milking Management Control Units
0403171666,80905007 - Global/unspecific Electronic Parts Installation Ma
0403171672,20050102 - Milking Control Units with or without Milk Meterin
0403171672,81065099 - Pulsation Electro general/others
0403171703,71025099 - Milking Accessories other
0403171703,80020103 - Service Kits Vacuum Equipment
0403171703,80020104 - Service Kits Milk Handling
0403171703,81030102 - Vacuum Technology Oilers
0403171703,81039999 - Vacuum Technology general/others
0403172170,70040201 - Working Clothes
0403172202,20020301 - Network Hardware for Calf Feeding
0403172202,20060202 - Drink Stations for Calfs (Control and Feeding)
0403172202,20060203 - Options Drink Stations for Calfs
0403172576,10040104 - Milk Receiver diverse attachment parts
0403172576,30050102 - PK Plate Cooler
0403172576,80908002 - Global/unspecific Brackets / Plates / Flat Steels 
0403172576,83999999 - Cooling Parts general/others
0403173061,40030102 - Non-Iodine Udder Washes
0403173061,71022099 - Teat Cup Liners / Sleeves other
0403173068,40010201 - Fluid Acid CIP Detergent
0403173068,40030203 - Iodine Barrier Teat Dips
0403173068,71022099 - Teat Cup Liners / Sleeves other
0403173068,82050103 - Milking Management Metering Box / Valves
0403173068,82056199 - Milking Management Rubber general/others
0403173069,71022099 - Teat Cup Liners / Sleeves other
0403173069,71025099 - Milking Accessories other
0403173070,71021099 - Filter Sleeves / Cotton Discs other
0403173070,71026099 - Milking Aprons and Gloves other
0403173070,82056199 - Milking Management Rubber general/others
0403173071,40010201 - Fluid Acid CIP Detergent
0403173071,40030201 - Iodine Teat Dips
0403173071,40030301 - Teat Sealing
0403173071,40040201 - Bedding Powder
0403173071,71022099 - Teat Cup Liners / Sleeves other
0403173071,71025099 - Milking Accessories other
0403173071,71026099 - Milking Aprons and Gloves other
0403173071,81059999 - Cleaning general/others
0403173071,81096203 - Clusters PVC long Vacuum Tubes
0403173071,82030101 - ID Tags/Labels Collars and Accessories
0403173072,40010201 - Fluid Acid CIP Detergent
0403173072,40050101 - Fluid Hand Soap
0403173072,71021099 - Filter Sleeves / Cotton Discs other
0403174257,40010201 - Fluid Acid CIP Detergent
0403174258,40030203 - Iodine Barrier Teat Dips
0403174258,71025099 - Milking Accessories other
0403174258,81096103 - Clusters Rubber short Milk Tubes
0403174259,40010201 - Fluid Acid CIP Detergent
0403174259,71021099 - Filter Sleeves / Cotton Discs other
0403174259,71025099 - Milking Accessories other
0403174260,71022099 - Teat Cup Liners / Sleeves other
0403174261,40010201 - Fluid Acid CIP Detergent
0403174261,71021099 - Filter Sleeves / Cotton Discs other
0403174262,40010201 - Fluid Acid CIP Detergent
0403174262,71022099 - Teat Cup Liners / Sleeves other
0403174262,"71027040 - Udder Balsam, Gel and Salves"
0403174263,40010201 - Fluid Acid CIP Detergent
0403174263,71021099 - Filter Sleeves / Cotton Discs other
0403174263,71025099 - Milking Accessories other
0403174264,40030203 - Iodine Barrier Teat Dips
0403174264,71021099 - Filter Sleeves / Cotton Discs other
0403174265,40010201 - Fluid Acid CIP Detergent
0403174265,40020205 - Fluid Acid Manual Foam Detergent
0403174265,71022099 - Teat Cup Liners / Sleeves other
0403174265,71025099 - Milking Accessories other
0403175032,10010503 - Mione
0403175347,81050103 - Air Injector Specific Parts
0403175625,40010201 - Fluid Acid CIP Detergent
0403175625,70010206 - Dosing & Measuring
0403175625,70899999 - other aftermarket supplies
0403175625,71021099 - Filter Sleeves / Cotton Discs other
0403175625,71023099 - Udder Paper other
0403175626,40010201 - Fluid Acid CIP Detergent
0403175626,71022099 - Teat Cup Liners / Sleeves other
0403175626,81096002 - Clusters Silicone long Milk Tubes
0403175627,40030302 - CMT Fluid
0403175627,40999999 - Global/unspecific others
0403175627,70010103 - Milk Filters
0403175627,71011010 - Calf Feeders / Teats / Drinking Bottles
0403175627,71025099 - Milking Accessories other
0403175627,71065099 - Other Veterinary Equipment other
0403175628,40030201 - Iodine Teat Dips
0403175628,70899999 - other aftermarket supplies
0403175628,71022099 - Teat Cup Liners / Sleeves other
0403175629,40010201 - Fluid Acid CIP Detergent
0403175629,71021099 - Filter Sleeves / Cotton Discs other
0403175629,71025099 - Milking Accessories other
0403175629,80906201 - Global/unspecific Parts PVC Hoses
0403175629,81050102 - CIP Units Specific Parts
0403175629,81090101 - Clusters Claws
0403175630,71021099 - Filter Sleeves / Cotton Discs other
0403175631,40010201 - Fluid Acid CIP Detergent
0403175631,40010501 - Fluid Special CIP Products
0403175631,40999999 - Global/unspecific others
0403175631,71021099 - Filter Sleeves / Cotton Discs other
0403175631,71064040 - Fetlock and Neck Marking Tapes
0403176168,"20040101 - Parlour ID for Cows Herringbone Parlours, ATD and "
0403176176,81085103 - Milk Control Units Electronic Cards
0403176431,40010201 - Fluid Acid CIP Detergent
0403176431,40030302 - CMT Fluid
0403176431,70010103 - Milk Filters
0403176432,40010201 - Fluid Acid CIP Detergent
0403176432,40030203 - Iodine Barrier Teat Dips
0403176432,40030302 - CMT Fluid
0403176432,70010103 - Milk Filters
0403176433,40010201 - Fluid Acid CIP Detergent
0403176433,71022099 - Teat Cup Liners / Sleeves other
0403176434,40010201 - Fluid Acid CIP Detergent
0403176434,40010501 - Fluid Special CIP Products
0403176434,40090109 - other Support Tools
0403176434,71021099 - Filter Sleeves / Cotton Discs other
0403176434,81096101 - Clusters Rubber Liners
0403176435,40010201 - Fluid Acid CIP Detergent
0403176435,40030203 - Iodine Barrier Teat Dips
0403176435,71021099 - Filter Sleeves / Cotton Discs other
0403176436,40010201 - Fluid Acid CIP Detergent
0403176436,71022099 - Teat Cup Liners / Sleeves other
0403176436,71026099 - Milking Aprons and Gloves other
0403176436,81096203 - Clusters PVC long Vacuum Tubes
0403176437,40010201 - Fluid Acid CIP Detergent
0403176437,71022099 - Teat Cup Liners / Sleeves other
0403176437,71026099 - Milking Aprons and Gloves other
0403176438,40010201 - Fluid Acid CIP Detergent
0403176438,71022099 - Teat Cup Liners / Sleeves other
0403176438,71026099 - Milking Aprons and Gloves other
0403176439,40010201 - Fluid Acid CIP Detergent
0403176439,40030203 - Iodine Barrier Teat Dips
0403176439,70899999 - other aftermarket supplies
0403176439,71026099 - Milking Aprons and Gloves other
0403176439,81096101 - Clusters Rubber Liners
0403176440,40010201 - Fluid Acid CIP Detergent
0403176440,40010501 - Fluid Special CIP Products
0403176440,70020401 - for Application
0403176440,70899999 - other aftermarket supplies
0403176440,71011010 - Calf Feeders / Teats / Drinking Bottles
0403176440,71022099 - Teat Cup Liners / Sleeves other
0403176440,71023099 - Udder Paper other
0403176440,71064010 - Pens
0403176440,81096101 - Clusters Rubber Liners
0403176441,71021099 - Filter Sleeves / Cotton Discs other
0403176664,81096101 - Clusters Rubber Liners
0403176752,10010503 - Mione
0403176752,10010899 - Milking Parlour Accessories others
0403176752,10019898 - Milking Parlour Frames diverse attachment parts
0403176752,10030101 - Oil Vane Style Pump
0403176752,10030501 - Vacuum Tanks
0403176752,10030699 - Frequency Converter Vacuum Pumps
0403176752,10030703 - Vacuum Regulators (servo-controlled)
0403176752,10030801 - Vacuum Pipes Plastic
0403176752,10030804 - Vacuum Distribution System Accessories
0403176752,10031001 - Vacuum Technology diverse attachment parts
0403176752,10040403 - Milk Pipe Stainless Steel Inch
0403176752,10040503 - Accessories Milk Lines Stainless Steel inch
0403176752,10999999 - Global/unspecific others
0403176752,20010501 - Dairyplan-CDs
0403176752,20030101 - Identification (Responder) complete
0403176752,20070101 - Parlour Selection for Cows
0403176752,20070102 - Selection AMS for Cows
0403176752,30050102 - PK Plate Cooler
0403176752,50500601 - Support posts
0403176752,50600299 - Manure scrapers (other)
0403176752,80015099 - Compressed Air Electro general/general/others
0403176752,80905007 - Global/unspecific Electronic Parts Installation Ma
0403176752,80905008 - Global/unspecific Electro Cables
0403176752,80906102 - Global/unspecific Rubber O-Rings
0403176752,80908001 - Global/unspecific Screws / Nuts / Washers / Rivets
0403176752,80908002 - Global/unspecific Brackets / Plates / Flat Steels 
0403176752,81010108 - Leonardo Installations
0403176752,81010109 - Milking System - AMS Multibox
0403176752,81036199 - Vacuum Technology Rubber general/others
0403176752,81038099 - Vacuum Technology Fitting/Fixing Parts general/oth
0403176752,81039999 - Vacuum Technology general/others
0403176752,81048099 - Milk Handling Fixing/Fitting Parts general/others
0403176752,81078099 - Cluster Posit. Fixing/Fitting general/others
0403176752,82030101 - ID Tags/Labels Collars and Accessories
0403176752,82078001 - Attachment Parts Selection for Cows
0403176752,83010299 - Milk Outlet Equipment
0403176752,83999999 - Cooling Parts general/others
0403176752,95010101 - Tools
0403176752,95030101 - Poster
0403176934,81050103 - Air Injector Specific Parts
0403177260,81010109 - Milking System - AMS Multibox
0403177436,40010201 - Fluid Acid CIP Detergent
0403177436,40010501 - Fluid Special CIP Products
0403177436,40020205 - Fluid Acid Manual Foam Detergent
0403177436,40030302 - CMT Fluid
0403177436,70040201 - Working Clothes
0403177436,71021099 - Filter Sleeves / Cotton Discs other
0403177436,71024099 - Brushes / Basins other
0403177436,95080201 - Working Clothes
0403178563,80905007 - Global/unspecific Electronic Parts Installation Ma
0403178563,80906102 - Global/unspecific Rubber O-Rings
0403178563,89109010 - Services Product accompaying  Services - common - 
0403178564,80020105 - Service Kits Sanitation
0403178564,81049999 - Milk Handling general/others
0403178565,81045099 - Milk Handling Electro general/others
0403178565,81049999 - Milk Handling general/others
0403178565,81059999 - Cleaning general/others
0403178566,80010102 - Compressed Air Filters
0403178566,80905007 - Global/unspecific Electronic Parts Installation Ma
0403178572,40010501 - Fluid Special CIP Products
0403178594,40010201 - Fluid Acid CIP Detergent
0403178594,40030302 - CMT Fluid
0403178594,70010103 - Milk Filters
0403178595,40010201 - Fluid Acid CIP Detergent
0403178595,40010501 - Fluid Special CIP Products
0403178595,71021099 - Filter Sleeves / Cotton Discs other
0403178595,71031020 - Muck and Slurry Pushers / Water Brooms
0403178596,40010201 - Fluid Acid CIP Detergent
0403178596,71021099 - Filter Sleeves / Cotton Discs other
0403178598,40010201 - Fluid Acid CIP Detergent
0403178598,40010501 - Fluid Special CIP Products
0403178598,70010103 - Milk Filters
0403178598,70040301 - Insect Control
0403178598,71021099 - Filter Sleeves / Cotton Discs other
0403178599,40010201 - Fluid Acid CIP Detergent
0403178599,40030201 - Iodine Teat Dips
0403178599,70039999 - Livestock Supplies other versions
0403178599,70040201 - Working Clothes
0403178599,71021099 - Filter Sleeves / Cotton Discs other
0403178599,71025099 - Milking Accessories other
0403178600,40010201 - Fluid Acid CIP Detergent
0403178600,40030203 - Iodine Barrier Teat Dips
0403178600,71032050 - Other Yard Supplies
0403178600,81096101 - Clusters Rubber Liners
0403178601,40010201 - Fluid Acid CIP Detergent
0403178601,40030301 - Teat Sealing
0403178601,70040201 - Working Clothes
0403178602,40010201 - Fluid Acid CIP Detergent
0403178602,40999999 - Global/unspecific others
0403178602,71021099 - Filter Sleeves / Cotton Discs other
0403178602,71027020 - Udder Treatment / Milk Testing
0403178603,40030201 - Iodine Teat Dips
0403178604,81096101 - Clusters Rubber Liners
0403178605,40010201 - Fluid Acid CIP Detergent
0403178605,40030203 - Iodine Barrier Teat Dips
0403178605,40090109 - other Support Tools
0403178605,40999999 - Global/unspecific others
0403178605,70040101 - Skin Care and Cleaning
0403178605,71021099 - Filter Sleeves / Cotton Discs other
0403178605,81096101 - Clusters Rubber Liners
0403178612,10010503 - Mione
0403178695,81096101 - Clusters Rubber Liners
0403178848,80020110 - Service Kits Herd Management
0403178848,81059999 - Cleaning general/others
0403178848,81060106 - Pulsation Electric
0403178848,82050103 - Milking Management Metering Box / Valves
0403178973,10010503 - Mione
0403178995,83010599 - Lids and Accessories
